,block,fee0,fee1,positionValue0,open_time,token0_usd,token1_usd,daily_LVR_USD,abs_profit,plair
0,17285193,1.0571507828784337,0.0005963933350136,2511.985199322047,2023-05-18,1.34,1826.78,1.6190502436823853,0.8870112219108603,0.00026351615178563066
1,17292393,1.2185597611479517,0.0010585170264090001,2543.362736445935,2023-05-19,1.32,1807.44,1.3466864301742745,2.1750184687537053,0.0006478593244272686
2,17299593,0.19652642179724333,1.4913134539099992e-05,2549.5766827169673,2023-05-20,1.31,1814.58,1.0195835110544502,-0.7350728228281014,-0.0002200852777007779
3,17306793,1.8625403778940202,0.0014090501202804998,2588.562294548926,2023-05-21,1.3,1815.23,1.3520664027624294,3.6269861383365685,0.0010778142535171826
4,17313993,0.6311176292790082,0.00019443724109830017,2588.285549905347,2023-05-22,1.29,1816.38,1.0678143520782049,0.09949930567784615,2.9800129554611667e-05
5,17321193,1.5137219737173098,0.0007653313598453997,2590.948408098434,2023-05-23,1.3,1855.78,1.459216424946039,1.9289087718603597,0.0005726767749277978
6,17328393,1.1167460672520493,0.0007942952583235002,2611.111009879102,2023-05-24,1.25,1816.98,1.1026266929766984,1.7365244895569967,0.0005320415663637067
7,17335593,7.770961491040312,0.0060412242673892995,2627.1002671480996,2023-05-25,1.24,1786.51,1.421063837390341,19.007635977433303,0.005834851026877206
8,17342793,2.9686208088070014,0.0025581649256899014,2615.775818917603,2023-05-26,1.25,1812.0,0.8410689925555884,7.505101863803264,0.002295334885971641
9,17349993,3.139844603701235,0.0020024236055938994,2655.1142615431677,2023-05-27,1.28,1825.56,0.9626112412382164,6.711934288927363,0.0019749427507412937
10,17357193,5.513280360625334,0.004278029514314,2652.737300483169,2023-05-28,1.25,1845.58,1.2825055807806052,13.504540581028696,0.004072635636727084
11,17364393,1.9353919560520332,0.0010107020213124991,2698.8942387020707,2023-05-29,1.29,1902.87,1.3096454248253018,3.110244753776736,0.0008933445446708818
12,17371593,2.7198008944399668,0.0015668824566369005,2736.4053999409743,2023-05-30,1.26,1914.26,1.567501714418832,4.858867824017279,0.001409237207636997
13,17378793,1.9318555335024925,0.001406527559640599,2765.6497905527153,2023-05-31,1.18,1865.01,1.0210229410587954,3.8817545524794586,0.001189457361282104
14,17385993,0.5042783554702623,0.0002891200199664004,2742.6187420437,2023-06-01,1.2,1859.7,1.0527056952293643,0.09010483246646528,2.7377979752580812e-05
15,17393193,0.4496924616152427,0.0005258149937528989,2725.2970597078643,2023-06-02,1.22,1890.15,1.188612486056882,0.35388152755575564,0.00010643493883799475
16,17400393,0.7984426554623454,0.0006142100432122016,2710.0532817863486,2023-06-03,1.25,1903.24,1.6026722870539296,0.5643701549171927,0.0001666004602079807
17,17407593,2.188575680367066,0.0012625417934504016,2719.7433368636553,2023-06-04,1.26,1905.44,1.2099223566137416,3.953380635560894,0.001153639623448731
18,17414793,8.199239811427589,0.004202278462892499,2869.232752169138,2023-06-05,1.2,1865.79,3.416205719649729,14.263451187343573,0.004142643817863972
19,17421993,3.247741526685296,0.0013432694740572008,2894.241152027776,2023-06-06,1.068,1830.14,1.3519322822838509,4.575026863467091,0.0014800884906312403
20,17429193,4.572665190296895,0.0015523207752514007,2932.428940947645,2023-06-07,1.022,1844.27,1.6103332484725934,5.925829212183734,0.0019772916744676783
21,17436393,0.8696353045067511,0.00041219814942650146,2935.213930658063,2023-06-08,1.041,1856.72,0.7944289932494212,0.8761979067452806,0.0002867554771506383
22,17443593,6.708324827067699,0.0008327383141797998,inf,2023-06-09,1.025,1850.35,0.8362191697410271,7.580671117645957,0.0
23,17465193,0.7836839857275493,0.0004382246808131013,3001.577877350613,2023-06-13,0.877125,1735.5,0.6000659534771684,0.8478617960552455,0.0003220430724761816
24,17472393,0.8218381506229235,0.0007324398131777973,3005.4173981212243,2023-06-14,0.880235,1737.24,1.863782341101962,0.13205210445660343,4.991624383757004e-05
25,17479593,8.640382613325784,0.004819760454567203,2967.7282275444945,2023-06-15,0.881663,1737.57,1.7893314886080214,14.203245340446962,0.0054282625598338465
26,17486793,1.4211733442833463,0.0007829770985474035,inf,2023-06-16,0.824056,1636.13,1.1976979587968597,1.254480782846261,0.0
27,17493993,1.0474113858898875,0.00047278581175249496,inf,2023-06-17,0.848943,1693.15,1.0106076392646368,0.6790822220756187,0.0
28,17529993,2.2547975603446275,0.0006106677032408983,inf,2023-06-22,0.997647,1875.77,1.962265845610548,1.4326983337827681,0.0
29,17544393,1.997705475135362,0.0011577918008272015,inf,2023-06-24,0.961211,1909.69,2.24903430766984,1.8822055939121949,0.0
30,17551593,2.1670484731742192,0.0011439685395168014,inf,2023-06-25,0.960244,1888.62,1.909328403744427,2.332088753432499,0.0
31,17558793,5.035540813637738,0.0021468781491134,2997.6821200137965,2023-06-26,0.971029,1898.5,1.216340367690403,7.749163959127227,0.0026621778887023387
32,17565993,0.7345867097772611,0.0003346487752418012,inf,2023-06-27,0.936501,1854.41,0.8618908635228592,0.4466263600664043,0.0
33,17616393,0.5319195566937793,0.0005099617686496055,inf,2023-07-04,0.987794,1956.56,0.8578374797588088,0.6653602648950384,0.0
34,17623593,1.2765184958747398,0.0005284231471242989,inf,2023-07-05,0.990292,1940.38,1.7675938204410886,0.5218739400927466,0.0
